	lang	ref_caption	gen_caption
232	iw	מוזיאון העיצוב בחולון	עיצוב פנים
233	iw	תאואים (ג'מוסים) באגם החולה 1923	אגם
234	iw	נורווגיה ב-1265	הוקון הרביעי, מלך נורווגיה
235	iw	מראה פנורמי מהטירה של העיר אודינה	עיר
236	iw	מאמאמושי הגדול	יער ביאלובייסקה
237	iw	"E195-E2, שנקרא ""Profit Hunter"""	משפחת אמבראר E-Jet E2
238	iw	חנוכיה עשויה טילי קסאמים שנפלו בעיר	עיר
239	iw	כריסטיאן ויירי, שחקן הרכש היקר בתולדות הקבוצה	כן, אינטר מילאנו חוזרת למשפחת מוראטי.
240	iw	פמוטים מעץ	תריס
241	iw	השוק של בואנוס איירס בשנות ה-1810.	ארגנטינה
242	iw	וידה גולדשטיין, סופרג'יסטית ופציפיסטית	צילום בשחור-לבן של אשה עם תסרוקת קצרה
243	iw	רכבי קבוצת מזארטי לפני הזינוק לגרנד פרי הבריטי	פורמולה 1 עונת 1957
244	iw	נתיב מסעו הראשון של ג'יימס קוק	ג'יימס קוק
245	iw	ארד, 1919, הדפס רכב על בול הונגרי משנת 1916	דף עם דף עם דף עם דף עם דף עם דף עם
246	iw	מפרץ הא לונג, אתר מורשת עולמית.	ים
247	iw	נינט דה ולואה, שאשטון היה בקשר עמה מאז 1931	גבר עם תכשיטים עם תכשיטים גדולים.
248	iw	"מעטפת האיגרת; נשלחה מהחזית אל חוקר התנ""ך והעסקן הציבורי ישראל בן-שם ברחוב נחום בתל אביב"	דף עם דף ישן עם דף ישן עם דף ישן עם דף
249	iw	חלון המשמש כיציאת חירום - במקרה הצורך יש לשבור את השמשה.	יציאת חירום
250	iw	ציור של סוס במערה	קיר קיר קיר קיר קיר קיר קיר קיר קיר קיר קיר קיר קיר קיר קיר
251	iw	ציד נח בפסל של ניקולה קוסטו במוזיאון הלובר	דגים
252	iw	מנגנון פעולה - מונה גייגר	מונה גייגר
253	iw	"שטר 5 מניות למוכ""ז של חברת הכריה הקנדית BCRIC. שטרי מניה אלו חולקו בחינם לכל תושבי בריטיש קולומביה ב-1979 כדי לשתפם בבעלות בחברה ולעודד השקעה בה. המספרים בשני צדי השטר מיועדים לסימון תשלום דיווידנדים על המניות."	חשבונית
254	iw	שריר חלק חד-יחידתי	תיאור של תכונות ותכונות של תאי דם
255	iw	הפילבוקס בתל גיבורים (תל א ריש)	ירושלים
256	iw	הג'ודאית אודאליס רווה, שזכתה במדליית זהב בברצלונה	קובה
257	iw	מפת האי כפי ששורטטה בביקורו של ג'יימס קוק באי.	דף ישן של אי הפסחא עם מספרים עליו.
258	iw	אימוני כוחות מיוחדים של חיל האוויר בירדן	"צבא ארה""ב"
259	iw	מהנדסים בסיור שטח בבית הזיקוק חיפה	בתי זיקוק לנפט
260	iw	מרצדס 300SLR, הדגם בו נהג פייר לאבק	רכב ספורט ישן עם פנים סגורות.
261	iw	בניין אוסטרה וונהאוס, וינה	אוטו וגנר (גרמנית: Otto Wegner) - סופר גרמני, סופר גרמני, סופר גרמני,
262	iw	פסל המוצב על ידי הקרן הקיימת ביערותיה, לציון כי המקום יוער על ידי הקרן. צולם ביער הסמוך לצומת המוביל	יום ירושלים
263	iw	אופן אכילת פונדו	פסטה
264	iw	מתוך כתב יד של ספר המקאמות של אל-חרירי. התמונה הופיעה על כריכת ספרם של בלאו, יהלום ופנטון, יהודה אלחריזי, כִּתֵאבּ אֵלדֻרֵר, והוא ספר פניני המוסרים ושבחי הקהלים.	ספרי לימוד
265	iw	פרסקו מקתדרלת סופיה הקדושה מהמאה ה-11 של בנותיו של יארוסלב הראשון.  הצעירה היא ככל הנראה אנה. בנות נוספות היו אליזבת אשת האראלד השלישי, מלך נורווגיה, ואולי אגתה, אשת אדוארד הגולה (יורשו של אדוארד המודה).	קיר עם ארבעה נשים עם דגלים
266	iw	פברגאס במהלך הצגתו כשחקן ברצלונה	ססק פברגאס
267	iw	"פרנסיסקו דה גויה, ""תרדמת התבונה מולידה מפלצות"""	דף עם דף עם דף עם דף עם דף עם דף עם
268	iw	המדינות שהעפילו והישגיהן	כדורגל - כדורגל - כדורגל - כדורגל - כדורגל - כדורגל -
269	iw	ציסטת בייקר בMRI, חתך סגיטלי	MRI של רגל עם סרטן ברגל
270	iw	כרים עבדול ג'באר, שנרכש ב-1975, היה שחקן הציר המרכזי של הלייקרס החל מאמצע שנות ה-70 ולאורך שנות ה-80. במהלך הקריירה שבר ג'באר את שיא סך הנקודות לשחקן כאשר העמידו על 38,387 נקודות.	שחקן כדורסל
271	iw	פסלו של טוני בבולטימור לפני שהוסר ב-2017	אנדרטה של רוג'ר טוני
272	iw	הביאתלטית סווטלנה אישמוראטובה, שזכתה בשתי מדליות זהב בטורינו	רוסיה
273	iw	לוחית זיכרון לדליה רביקוביץ בגן מאיר	דף עם כתובת עברית על גבי שלו.
274	iw	קברם המשותף של מארק שאגאל, אשתו ואחיה בכפר סן פול דה ונס.	מרק שאגאל (מאייר) - סופר, סופר, סופר, סופר, סופר, סופר,
275	iw	דוגמה להשמטת משיכת קולמוס אחרונה בשמו של הקיסר קאנגשי	תיבות אסורות - תיבות אסורות - תיבות אסורות - תיבות אסורות - ת
276	iw	טלמטריה מניסוי שטף קרינה קוסמית שנערך במקביל באזור מכתש רמון ובמדבר בדופאר עומאן. צילום מסך של הטלמטריה כפי שהיא נראתה בחדר הבקרה של משימת D-MARS בפברואר 2018	מחשב עם מחשב נייד עם מחשב נייד.
277	iw	מחפר ימי הפוך שהוטבע בנמל אלכסנדריה על ידי צוללי שייטת 13 9 ביוני 1967.	מלחמת ששת הימים
278	iw	האנדרטה על קיר החומה לזכר הקורבנות היהודיים בשואה	בית הכנסת באויפשט הוא בית כנסת יהודי עם מספר רב של בתי תפילה סביבו.
279	iw	צייד יורה בניבתנים בנורווגיה, 1895	שנהב הניבתן
280	iw	סמלת רקלס לצד תותח ללא רתע וחייל נחתים מהפלוגה שלה.	רקל
281	iw	דל פוטרו באליפות ארצות הברית הפתוחה 2009	שחקן טניס משחק עם מקל טניס.
282	iw	מסיכת חמצן מפלסטיק המולבשת על מטופלת בבית חולים	טיפול בהיפוקסיה
283	iw	בקבוק שאטו שבאל בלאן	יין עם עטיפה אדומה עם עטיפה אדומה.
284	iw	תחנת רעננה – מערב	ירושלים
285	iw	קו הרקיע של נשר לעת שקיעה, מבט מערבה מצומת יגור	עיר
286	iw	"ספר תורה לזכר יהודי וילנה וגלובוקי ב""בית וילנה"" בתל אביב"	מוזיאון וילנה
287	iw	גריבלדי.	דגים חיים במים
288	iw	ברכות המגילה בסידור	פרק שלישי
289	iw	מדוזה קובייתית אוסטרלית היא מהחיות הארסיות והקטלניות בעולם. כל שנה נהרגים מעל 40 אנשים ממדוזות.	מים
290	iw	מפת הקרב על רכס לונגה	לוח עם מספר קווי ירי עם שתי רמות ירוקות מעליהם
291	iw	אנטל גרשלקוביץ	ציור של אדם בחליפה שחורה
292	iw	כתובת שושנק הראשון עם תיאור כיבושיו בארץ ישראל	ירושלים
293	iw	פארק אוהנאפקוש הוא אחד מהשטחים התת-אלפיניים הרבים שאליהם ניתן לגשת באמצעות שביל וונדרלנד	פארק לאומי הר ריינייר
294	iw	שיעור דוברי ולשית בוויילס, לפי מחוזות	טבלת עם מספר אחוזים של אוכלוסייה
295	iw	הכרמלית החלה לפעול	דגם של חברה עם דגם של חברה
296	iw	תמונת לוויין של אפריקה	אפריקה
297	iw	הפלגתו של הנרי לצרפת	מלחמת אנגליה
298	iw	רובר שומאן, נשיא האספה הפרלמנטרית האירופית, במפגשה הראשון ב-19 במרץ 1958.	כלכלה אירית
299	iw	שלט בבית העירייה של מנצ'סטר, בו מפורטים תאריו של המלך ג'ורג' השישי ובהם היותו קיסר הודו.	קיסרים
300	iw	אלכסיוס הראשון	דבול
301	iw	"""וּבְאוֹנוֹ שָׂרָה אֶת-אֱלֹהִים; וַיָּשַׂר אֶל-מַלְאָךְ וַיֻּכָל, בָּכָה וַיִּתְחַנֶּן-לוֹ. בֵּית-אֵל יִמְצָאֶנּוּ, וְשָׁם יְדַבֵּר עִמָּנוּ"" (י""ב, ד' - ה'). יעקב והמלאך ביצירתו של גוסטב דורה"	ישו
302	iw	צליחת הכנרת - סיום בחוף צמח	קבוצה של אנשים עומדים במים עם מים חיים
303	iw	אנשים על סיפון האניה אלטלנה	חיל הים
304	iw	תמונות מהקרב ב-1 באוקטובר 1941.	סרט מלחמה
305	iw	"""ארבעת הנפוליאונים"" - פריט תעמולה מתקופת הקיסרות השנייה. ברקע - נפוליאון ובנו נפוליאון השני, בקדמת התמונה - נפוליאון השלישי ובנו נפוליאון אז'ן לואי"	בית בונפרטה
306	iw	מרינה צבטייבה	מלחמת העולם הראשונה
307	iw	בניין עיריית ירושלים עם דגלי עיריית ירושלים וארצות הברית בעקבות הנאום	ירושלים
308	iw	"דה הבילנד ופלין בסרט ""קפטיין בלאד"""	אוליביה דה הבילנד
309	iw	המסעדה לפני השיפוץ, שנות ה-50	מסעדה
310	iw	מחפורת בריטית בכרמל	קיר עם כתובת ליד קיר עם כתובת ליד קיר עם כתובת ליד קיר
311	iw	ג'ון צ'רצ'יל, הדוכס הראשון ממרלבורו, במדי מסדר הבירית	שרה צ'רצ'יל, הדוכסית ממרלבורו
312	iw	הוליווד, רובע בעיר הידוע כמרכז תעשיית הקולנוע של ארצות הברית	רחוב מלא במכוניות עם כוכב רחוב.
313	iw	בואינג 777 של יונייטד איירליינס מחובר לשרוולי עלייה למטוס בטרמינל A. כלל השרוולים בנמל זהים לזה שבתמונה, ומכילים שני גשרים מקבילים, המתחברים לדלתות שונות במטוס על מנת לזרז את כניסת ויציאת הנוסעים.	עיר
314	iw	גורדי שחקים במתחם הבורסה ברמת גן	גורדי שחקים
315	iw	מטוס ימי של חברת אימפיריאל איירווייז  בים כנרת	ים כנרת
316	iw	מגדל אייפל	תצפית על תצפית על תצפית על תצפית על תצפית על תצפית על תצפית על תצ
317	iw	"קוזט מתוך ""עלובי החיים"" - ציור של Émile Bayard"	ילדה עם סכין עם סכין עם סכין עם סכין עם סכין עם
318	iw	כדור איאולוס.	תיאור של כלי אוכל עם מוט עליו
319	iw	חן עזרא, מקשריה הבולטים של מכבי חיפה בשנים 2012–2016	מכבי חיפה
