	lang	ref_caption	gen_caption
198	iw	המתאבק אומיד נורוזי (שני משמאל) אוחז במדליית הזהב בה זכה באולימפיאדת לונדון	איראן במשחקים האולימפיים, היסטוריה
199	iw	המגדל הלבן, סמל העיר	עיר עם עץ גבוה ליד עץ גבוה.
200	iw	נשות צ'יטור מבצעות ג'והאר - התאבדות המונית בשריפה - עם כיבושה על ידי עלאא א-דין	כותרת עמוד: עלאא א-דין אל-ח'לג'י, כותרת מקטע: מיואר
201	iw	מפל מים בפארק	פארק וירונגה, כותרת מקטע: המערכת האקולוגית
202	iw	עטיפת הספר המדע העליז, 1882.	דף שחור לבן עם מספרים רבים
203	iw	המשורר ג'ורג'ה קושבוק, אלנה ואידה, ד,ר צ'וטה מביסטריצה, אלכסנדרו ואידה-וייבוד והסופר יון לוקה קאראג'אלה בעיירת נופש קרלבסאד בשנת 1911	אלבום שחור-לבן של קבוצה של אנשים שישבו סביב שולחן.
204	iw	דמיטרי מדבדב בעת מינויו לתפקיד ראש ממשלת רוסיה.	חקיקות עיקריות
205	iw	חיי אישים, כרך שלישי מתוך מהדורה משנת 1727 שהודפסה על ידי המדפיס ג'ייקוב טונסון (אנ')	כותרת עמוד: חיי אישים, כותרת מקטע: חשיבות היסטורית
206	iw	מערות הקבורה מתקופת בית שני	מקטע עאבוד הוא מקטע עתיק של מערות קבורה עם מספר פתחים.
207	iw	ריבס המדבר בהר הנגב - פירות	צמחים רבים גדלים באזור רדוד.
208	iw	סיטואציה במשחק איקס עיגול	משחק אסטרטגיה מופשט, משחק אסטרטגיה מופשט, משחק אסטרטגיה מופשט, משחק
209	iw	אורוויל מציג את המטוס לצבא ארצות הברית, פורט מייר וירג'יניה ספטמבר 1908.	צילום בשחור-לבן של זוג טיסנים עם זוג נוסעים.
210	iw	One method for single cell DNA methylation sequencing.[4]	ריצוף ברמת התא הבודד של ה-Methylome
211	iw	בית כנסת בית אל (כיום תיאטרון בונסטלה), 1903	אלברט קאהן (ארכיטקט), כותרת מקטע: בניינים מעוצבים של קאהן
212	iw	מרמיטה בהר	עכבר ירוק עם אוזניים ירוקות יושב על גג בית.
213	iw	מפת שלטון האימאם האיבדי בצבע כתום וסולטנות מסקט ועומאן באדום	היסטוריה של עומאן, כותרת מקטע: שלטון מנהיגות האימאם (إمامة عُمان) האיבא
214	iw	אוהבי הגותה, ככל הנראה הרוזן פיליפ הצעיר ומרגרט ווייצ'רשנר	כותרת מקטע: כנסיות ומדיניות תרבות
215	iw	ויליאם קארי	צילום של גבר עם תספורת שחורה
216	iw	אזור משחקים בפארק הפרובינציאלי שבטון	פארק עם סכינים גבוהים ליד יער.
217	iw	וילסון וסמית באחת מפגישותיהם במהלך שנת 1965	רודזיה, הכרזת העצמאות
218	iw	סבון חלב	קטגוריה:כלכלה ותחבורה
219	iw	טבלת מוצ'יקורו פתורה	משחק עם מספרים שחורים ושחורים
220	iw	בתמונה זאת ניתן לראות את גודלו של הפודו הבוגר בהשוואה לאדם.	גבר עם חולצה שחורה משחק עם דוב שחור.
221	iw	יאן דה בריי מצייר את חברי גילדת לוקאס הקדוש בהארלם, 1675	גילדת לוקאס הקדוש, כותרת מקטע: אנטוורפן וברוז'
222	iw	מיכאי האמיץ	מלחמת טרנסילבניה
223	iw	סטנלה מפוספסת קופצת באוקיינוס האטלנטי	הים הפתוח
224	iw	"טור פורייה של גל ריבועי בעל מספר איברים גדל, מדגים את תופעת גיבס ב""אזניים"" שנוצרות בקצוות הגל הריבועי."	תיאור של תיאור של תיאור של תיאור של תיאור של תיאור של תיאור של ת
225	iw	פסלון אשה מחימר שנמצא בכפר הירמוכי, שער הגולן	נאולית קרמית PN
226	iw	"צ'פלין בדמות ""הדיקטטור"" בסרט ""הדיקטטור הגדול"" (1940)"	"צ'ארלי צ'פלין, כותרת מקטע: ""הדיקטטור הגדול"""
227	iw	תרשים הקרב לפי דיווחי הטרפדות[א].	מלחמת רומני (מלחמת הים)
228	iw	גפנים בריוואז	אזור הים עם כפר ירוק ליד הנהר.
229	iw	הרברט הובר בעשור השלישי לחייו, מהנדס מכרות.	צילום שחור-לבן של אדם בחליפה.
230	iw	פואבלו דה סן פדרו שבמדבר אטקמה	רחוב עם מספר אנשים שעוברים עליו.
231	iw	אדגר אלן פו	צילום בשחור-לבן של אדם עם תספורת.
232	iw	מוזיאון העיצוב בחולון	קבוצה של אנשים עומדים בצד של קיר אדום.
233	iw	תאואים (ג'מוסים) באגם החולה 1923	אגם החולה, אזור חי וצומח
234	iw	נורווגיה ב-1265	הוקון הרביעי, מלך נורווגיה, כותרת מקטע: המסע לסקוטלנד ומותו
235	iw	מראה פנורמי מהטירה של העיר אודינה	עיר אודינה, איטליה
236	iw	מאמאמושי הגדול	יער ביאלובייסקה, אזור היסטוריה
237	iw	"E195-E2, שנקרא ""Profit Hunter"""	קבוצה של אנשים עומדים ליד מטורף.
238	iw	חנוכיה עשויה טילי קסאמים שנפלו בעיר	עיר תחת ירי הטילים משנות ה-2000
239	iw	כריסטיאן ויירי, שחקן הרכש היקר בתולדות הקבוצה	שחקן כדורגל עם חולצה לבנה עם סרט ירוק.
240	iw	פמוטים מעץ	סוג עץ: עץ
241	iw	השוק של בואנוס איירס בשנות ה-1810.	היסטוריה כלכלית של ארגנטינה, כותרת מקטע: קבלת העצמאות
242	iw	וידה גולדשטיין, סופרג'יסטית ופציפיסטית	צילום בשחור-לבן של אשה עם תסרוקת קצרה
243	iw	רכבי קבוצת מזארטי לפני הזינוק לגרנד פרי הבריטי	קבוצה של ארבעה מכוניות פורמולה 1 עומדות ליד אחד השני.
244	iw	נתיב מסעו הראשון של ג'יימס קוק	מסע הראשון של ג'יימס קוק, כותרת מקטע: יציאה לדרך
245	iw	ארד, 1919, הדפס רכב על בול הונגרי משנת 1916	דף עם דף עם דף עם דף עם דף עם דף עם
246	iw	מפרץ הא לונג, אתר מורשת עולמית.	קבוצה של כלי שיט שיושבים על הים.
247	iw	נינט דה ולואה, שאשטון היה בקשר עמה מאז 1931	צילום בשחור-לבן של אשה עם זר עם זר.
248	iw	"מעטפת האיגרת; נשלחה מהחזית אל חוקר התנ""ך והעסקן הציבורי ישראל בן-שם ברחוב נחום בתל אביב"	דף עם דף ישן עם דף ישן עם דף ישן עם דף
249	iw	חלון המשמש כיציאת חירום - במקרה הצורך יש לשבור את השמשה.	סוג יציאה: יציאות חירום
250	iw	ציור של סוס במערה	קיר עם ציור של שור.
251	iw	ציד נח בפסל של ניקולה קוסטו במוזיאון הלובר	צילום ארכיון
252	iw	מנגנון פעולה - מונה גייגר	מונה גייגר הוא כלי עזר אלקטרוני עבור תנאי תנאי תנאי תנאי תנאי
253	iw	"שטר 5 מניות למוכ""ז של חברת הכריה הקנדית BCRIC. שטרי מניה אלו חולקו בחינם לכל תושבי בריטיש קולומביה ב-1979 כדי לשתפם בבעלות בחברה ולעודד השקעה בה. המספרים בשני צדי השטר מיועדים לסימון תשלום דיווידנדים על המניות."	"קטגוריה: סוגיות בניירות ערך למוכ""ז"
254	iw	שריר חלק חד-יחידתי	תיאור של תכונות ותכונות של תאי דם
255	iw	הפילבוקס בתל גיבורים (תל א ריש)	ירושלים, ירושלים במלחמת העצמאות
256	iw	הג'ודאית אודאליס רווה, שזכתה במדליית זהב בברצלונה	קובה במשחקים האולימפיים, כותרת מקטע: מדליות
257	iw	מפת האי כפי ששורטטה בביקורו של ג'יימס קוק באי.	אי הפסחא, כותרת מקטע: המאה ה-18
258	iw	אימוני כוחות מיוחדים של חיל האוויר בירדן	כוחות המבצעים המיוחדים של ארצות הברית
259	iw	מהנדסים בסיור שטח בבית הזיקוק חיפה	בתי זיקוק לנפט
260	iw	מרצדס 300SLR, הדגם בו נהג פייר לאבק	רכב ספורט ישן עם פנים סגורות.
261	iw	בניין אוסטרה וונהאוס, וינה	אוטו וגנר, שם משפחה: אוטו וגנר, שם משפחה: אוטו וגנר, שם
262	iw	פסל המוצב על ידי הקרן הקיימת ביערותיה, לציון כי המקום יוער על ידי הקרן. צולם ביער הסמוך לצומת המוביל	יום ירושלים
263	iw	אופן אכילת פונדו	אוכל שוויצרי - מאכלים המבוססים על גבינה שווייצרית
264	iw	מתוך כתב יד של ספר המקאמות של אל-חרירי. התמונה הופיעה על כריכת ספרם של בלאו, יהלום ופנטון, יהודה אלחריזי, כִּתֵאבּ אֵלדֻרֵר, והוא ספר פניני המוסרים ושבחי הקהלים.	כותרת מקטע: ספרי לימוד
265	iw	פרסקו מקתדרלת סופיה הקדושה מהמאה ה-11 של בנותיו של יארוסלב הראשון.  הצעירה היא ככל הנראה אנה. בנות נוספות היו אליזבת אשת האראלד השלישי, מלך נורווגיה, ואולי אגתה, אשת אדוארד הגולה (יורשו של אדוארד המודה).	קיר עם ארבעה קדושים עם שתי נשים
266	iw	פברגאס במהלך הצגתו כשחקן ברצלונה	ססק פברגאס, כותרת מקטע: החזרה לברצלונה
267	iw	"פרנסיסקו דה גויה, ""תרדמת התבונה מולידה מפלצות"""	קטגוריה:אזכורים באמנות
268	iw	המדינות שהעפילו והישגיהן	כדורגל אירופאי, כדורגל אירופאי, כדורגל אירופאי, כדורגל אירופאי, כדור
269	iw	ציסטת בייקר בMRI, חתך סגיטלי	MRI של רגל עם דיסק שחור
270	iw	כרים עבדול ג'באר, שנרכש ב-1975, היה שחקן הציר המרכזי של הלייקרס החל מאמצע שנות ה-70 ולאורך שנות ה-80. במהלך הקריירה שבר ג'באר את שיא סך הנקודות לשחקן כאשר העמידו על 38,387 נקודות.	קבוצה: לוס אנג'לס לייקרס, כותרת מקטע: 1975–1979
271	iw	פסלו של טוני בבולטימור לפני שהוסר ב-2017	רוג'ר טוני, כותרת מקטע: הנצחה
272	iw	הביאתלטית סווטלנה אישמוראטובה, שזכתה בשתי מדליות זהב בטורינו	רוסיה במשחקים האולימפיים, כותרת מקטע: טורינו (2006)
273	iw	לוחית זיכרון לדליה רביקוביץ בגן מאיר	דף עם כתובת עברית על גבי שלו.
